Size, CBN.sort1, CBN.sort2, CBN.sort3, CBN.sortN, CBNAcc.sort1, CBNAcc.sort2, CBNAcc.sort3, CBNAcc.sortN, CBV.sort1, CBV.sort2, CBV.sort3, CBV.sortN, CBVAcc.sort1, CBVAcc.sort2, CBVAcc.sort3, CBVAcc.sortN
1000, 0.004263, 0.004151, 0.004246, 0.004337, 0.005891, 0.005660, 0.005725, 0.005835, 0.004378, 0.004217, 0.004322, 0.004396, 0.005952, 0.005661, 0.005737, 0.005824
2000, 0.010017, 0.009740, 0.009993, 0.010153, 0.013623, 0.013154, 0.013300, 0.013513, 0.010199, 0.009827, 0.010026, 0.010248, 0.013720, 0.013117, 0.013216, 0.013462
3000, 0.016515, 0.016172, 0.015980, 0.016969, 0.022335, 0.021576, 0.021118, 0.022419, 0.016753, 0.016421, 0.016087, 0.017174, 0.022401, 0.021722, 0.021034, 0.022392
4000, 0.023163, 0.022711, 0.023198, 0.023646, 0.031182, 0.030201, 0.030513, 0.031077, 0.023505, 0.022993, 0.023469, 0.023799, 0.031299, 0.030273, 0.030626, 0.031079
5000, 0.031321, 0.030752, 0.030315, 0.032993, 0.041947, 0.040631, 0.039666, 0.043329, 0.031905, 0.030934, 0.030444, 0.032930, 0.042446, 0.040580, 0.039700, 0.043053
6000, 0.038316, 0.037631, 0.037143, 0.039292, 0.051128, 0.049660, 0.048551, 0.051390, 0.039318, 0.037961, 0.037450, 0.039504, 0.051877, 0.049731, 0.048666, 0.051249
7000, 0.045984, 0.045133, 0.046499, 0.046522, 0.061131, 0.059358, 0.060675, 0.060716, 0.046825, 0.045457, 0.046518, 0.046683, 0.061989, 0.059709, 0.060702, 0.060817
8000, 0.053505, 0.052577, 0.053646, 0.054599, 0.071033, 0.069138, 0.069873, 0.071156, 0.054511, 0.053053, 0.053732, 0.054794, 0.072150, 0.069491, 0.070017, 0.071342
9000, 0.064354, 0.063221, 0.060857, 0.062297, 0.085506, 0.083203, 0.079128, 0.081327, 0.064895, 0.063983, 0.060982, 0.062603, 0.086246, 0.083819, 0.079332, 0.081391
10000, 0.072067, 0.070948, 0.069963, 0.075722, 0.095797, 0.093253, 0.091093, 0.098758, 0.072727, 0.073445, 0.070361, 0.077309, 0.096778, 0.094421, 0.091929, 0.099658
11000, 0.079840, 0.078505, 0.077711, 0.082308, 0.105828, 0.103151, 0.101042, 0.107116, 0.080646, 0.079649, 0.078053, 0.083086, 0.106833, 0.104300, 0.101552, 0.108057
12000, 0.087896, 0.086426, 0.085569, 0.090013, 0.116239, 0.113289, 0.110952, 0.117047, 0.088999, 0.087653, 0.086025, 0.090981, 0.117485, 0.114497, 0.111690, 0.118412
13000, 0.097418, 0.096023, 0.099376, 0.098852, 0.128852, 0.125548, 0.129032, 0.128425, 0.098801, 0.097256, 0.100298, 0.099815, 0.130523, 0.126724, 0.130487, 0.129713
14000, 0.105821, 0.104218, 0.107435, 0.107292, 0.139497, 0.135915, 0.139283, 0.139327, 0.107240, 0.105376, 0.108310, 0.108445, 0.141466, 0.137697, 0.141569, 0.140735
15000, 0.115067, 0.113131, 0.115410, 0.118286, 0.151148, 0.147573, 0.149296, 0.153226, 0.116211, 0.114288, 0.116274, 0.119044, 0.153269, 0.149159, 0.151431, 0.154525
16000, 0.123424, 0.121551, 0.124137, 0.125844, 0.162288, 0.158383, 0.160363, 0.162708, 0.125141, 0.123021, 0.125525, 0.126902, 0.164450, 0.160224, 0.162617, 0.164079
17000, 0.141280, 0.139525, 0.133349, 0.134822, 0.185640, 0.181513, 0.171764, 0.174034, 0.143344, 0.139216, 0.134202, 0.136005, 0.188589, 0.182770, 0.173731, 0.175588
18000, 0.154959, 0.152960, 0.146184, 0.148570, 0.201522, 0.197125, 0.186947, 0.190627, 0.156949, 0.153153, 0.147639, 0.149834, 0.204341, 0.198481, 0.189429, 0.192684
19000, 0.158599, 0.156376, 0.153157, 0.153707, 0.207036, 0.202439, 0.196359, 0.197513, 0.161095, 0.157815, 0.154480, 0.155077, 0.210173, 0.204035, 0.199371, 0.199625
20000, 0.167377, 0.165166, 0.162542, 0.176714, 0.218295, 0.213356, 0.208007, 0.226687, 0.170134, 0.166942, 0.163823, 0.175801, 0.221233, 0.214785, 0.211025, 0.227234
21000, 0.177717, 0.175464, 0.170586, 0.183770, 0.231232, 0.226324, 0.218303, 0.235558, 0.180521, 0.177482, 0.172167, 0.183650, 0.234784, 0.227862, 0.221843, 0.237438
22000, 0.186236, 0.183705, 0.180740, 0.192449, 0.241939, 0.236661, 0.231315, 0.246044, 0.189948, 0.186834, 0.183214, 0.193398, 0.246169, 0.239055, 0.235684, 0.248831
23000, 0.195871, 0.193298, 0.189743, 0.201671, 0.254360, 0.248671, 0.242465, 0.257732, 0.198895, 0.195811, 0.191822, 0.202419, 0.258000, 0.250700, 0.246474, 0.260363
24000, 0.204949, 0.202208, 0.199682, 0.211172, 0.265641, 0.260099, 0.254867, 0.269516, 0.208179, 0.205062, 0.201728, 0.211409, 0.269635, 0.262142, 0.258848, 0.271723
25000, 0.217969, 0.215200, 0.225604, 0.222582, 0.283006, 0.276912, 0.287255, 0.283176, 0.221099, 0.218456, 0.225698, 0.223030, 0.287780, 0.279992, 0.290696, 0.286003
26000, 0.233081, 0.230212, 0.240326, 0.236677, 0.300680, 0.293922, 0.303713, 0.299722, 0.236088, 0.233359, 0.240182, 0.237349, 0.304916, 0.297485, 0.307243, 0.302355
27000, 0.237688, 0.234590, 0.243311, 0.240908, 0.307964, 0.301382, 0.309311, 0.306676, 0.240652, 0.237915, 0.243898, 0.242115, 0.311705, 0.304209, 0.312921, 0.309156
28000, 0.246467, 0.243248, 0.252111, 0.250431, 0.318796, 0.312225, 0.320241, 0.318540, 0.250036, 0.246833, 0.253029, 0.251582, 0.323006, 0.315357, 0.324510, 0.321813
29000, 0.257834, 0.254027, 0.260727, 0.259502, 0.332929, 0.325739, 0.330350, 0.330089, 0.261718, 0.257613, 0.261626, 0.261164, 0.337482, 0.328796, 0.335003, 0.333865
30000, 0.266759, 0.263179, 0.269536, 0.274592, 0.344672, 0.337168, 0.341780, 0.349329, 0.270379, 0.266506, 0.270829, 0.275842, 0.349229, 0.340332, 0.346533, 0.353231
31000, 0.276794, 0.273295, 0.281116, 0.282799, 0.357281, 0.349831, 0.356576, 0.359443, 0.281762, 0.277191, 0.282704, 0.284638, 0.362491, 0.353309, 0.361240, 0.363793
32000, 0.286575, 0.283013, 0.289556, 0.292660, 0.369897, 0.362375, 0.366915, 0.372000, 0.290349, 0.287202, 0.291187, 0.293981, 0.375133, 0.365650, 0.372223, 0.376193
33000, 0.333443, 0.329240, 0.309045, 0.313109, 0.424229, 0.416063, 0.389551, 0.394966, 0.334569, 0.332653, 0.310720, 0.314244, 0.427024, 0.419507, 0.394509, 0.398691
34000, 0.335519, 0.331911, 0.315744, 0.318508, 0.429376, 0.420772, 0.398443, 0.402562, 0.337304, 0.335661, 0.317542, 0.320084, 0.434324, 0.425434, 0.403676, 0.407132
35000, 0.340121, 0.336136, 0.320584, 0.326557, 0.436539, 0.428071, 0.405910, 0.413947, 0.342387, 0.340471, 0.322802, 0.328243, 0.440193, 0.431894, 0.411634, 0.418703
36000, 0.348755, 0.344590, 0.330221, 0.336591, 0.447636, 0.437994, 0.417601, 0.426152, 0.351679, 0.348173, 0.332094, 0.337255, 0.455288, 0.444053, 0.423386, 0.431573
37000, 0.359927, 0.355832, 0.347717, 0.346674, 0.461585, 0.451650, 0.439701, 0.438662, 0.363282, 0.359375, 0.349649, 0.347897, 0.469923, 0.457813, 0.446302, 0.445149
38000, 0.367325, 0.362991, 0.355399, 0.356107, 0.471170, 0.461439, 0.448846, 0.450896, 0.371049, 0.367124, 0.359158, 0.359731, 0.475291, 0.465820, 0.453800, 0.454603
39000, 0.377869, 0.373497, 0.365117, 0.367112, 0.484033, 0.474482, 0.461907, 0.464827, 0.381353, 0.377601, 0.369163, 0.371031, 0.488125, 0.479000, 0.466148, 0.468552
40000, 0.387501, 0.382865, 0.377135, 0.408253, 0.496237, 0.486073, 0.475986, 0.514716, 0.390816, 0.387409, 0.381154, 0.411913, 0.500576, 0.491013, 0.480077, 0.518876
